CASEID,v161444,v161446,v161447,v161448,v161450,v161452,v161458
302841,-1,-1,-1,-1,-1,-1,-1
302843, 0, 0, 0, 0, 0, 1, 0
302844,-1,-1,-1,-1,-1,-1,-1
302850, 0, 1, 0, 0, 0, 0, 0
302851, 0, 0, 0, 0, 0, 0, 0
302852, 1, 0, 1, 0, 0, 0, 0
302856, 1, 1, 0, 0, 0, 0, 0
302861, 1, 0, 0, 0, 0, 0, 0
302864, 0, 0, 0, 0, 0, 0, 0
302865, 0, 0, 0, 0, 1, 0, 0
302866, 1, 1, 1, 1, 1, 1, 1
302867,-1,-1,-1,-1,-1,-1,-1
302871,-1,-1,-1,-1,-1,-1,-1
302872, 0, 0, 1, 0, 1, 1, 0
302873,-1,-1,-1,-1,-1,-1,-1
302874, 0, 0, 0, 0, 0, 0, 1
302876, 0, 0, 0, 0, 0, 0, 0
302877,-1,-1,-1,-1,-1,-1,-1
302878, 1, 0, 1, 0, 0, 0, 0
302880, 1, 0, 0, 0, 0, 0, 0
400002, 0, 1, 1, 1, 0, 0, 1
400004, 0, 0, 0, 0, 0, 0, 0
400006, 0, 0, 0, 1, 0, 1, 0
400007, 0, 0, 1, 0, 1, 0, 0
400009,-1,-1,-1,-1,-1,-1,-1
400015, 0, 0, 0, 0, 0, 0, 0
400016, 0, 0, 0, 0, 1, 0, 1
400017, 0, 0, 0, 0, 0, 0, 0
400018,-1,-1,-1,-1,-1,-1,-1
400021, 0, 0, 0, 0, 0, 1, 0
400028, 1, 0, 1, 0, 0, 0, 0
400033,-1,-1,-1,-1,-1,-1,-1
400035,-1,-1,-1,-1,-1,-1,-1
400039, 1, 0, 1, 0, 0, 0, 0
400041, 1, 0, 0, 0, 0, 1, 1
400044,-1,-1,-1,-1,-1,-1,-1
400045, 0, 0, 0, 0, 0, 0, 0
400050,-1,-1,-1,-1,-1,-1,-1
400052, 0, 0, 0, 0, 0, 1, 0
400053, 0, 0, 0, 0, 0, 1, 1
400054, 1, 0, 0, 0, 0, 0, 0
400055, 1, 0, 1, 0, 1, 1, 1
400056, 1, 0, 0, 1, 0, 0, 1
400059, 0, 0, 0, 0, 0, 0, 0
400062, 0, 0, 0, 0, 0, 0, 0
400075, 1, 0, 0, 1, 1, 1, 1
400076, 0, 0, 0, 0, 0, 1, 0
400080,-1,-1,-1,-1,-1,-1,-1
400086,-1,-1,-1,-1,-1,-1,-1
400089, 0, 0, 0, 0, 0, 1, 0
400090, 0, 0, 0, 0, 0, 0, 0
400093,-1,-1,-1,-1,-1,-1,-1
400095, 0, 0, 1, 0, 1, 0, 0
400096, 0, 0, 0, 0, 0, 0, 0
400098,-1,-1,-1,-1,-1,-1,-1
400099,-1,-1,-1,-1,-1,-1,-1
400102, 0, 0, 0, 0, 0, 0, 0
400103, 1, 0, 0, 0, 0, 0, 0
400108,-1,-1,-1,-1,-1,-1,-1
400109, 0, 0, 1, 1, 0, 1, 0
400112, 0, 0, 1, 0, 0, 0, 0
400113, 1, 0, 1, 1, 0, 0, 0
400119,-1,-1,-1,-1,-1,-1,-1
400120,-1,-1,-1,-1,-1,-1,-1
400121, 0, 1, 0, 0, 0, 0, 0
400124,-1,-1,-1,-1,-1,-1,-1
400126,-1,-1,-1,-1,-1,-1,-1
400130, 0, 0, 0, 0, 0, 0, 0
400131, 0, 1, 0, 1, 0, 0, 0
400132, 0, 0, 0, 0, 0, 0, 0
400133,-1,-1,-1,-1,-1,-1,-1
400134,-1,-1,-1,-1,-1,-1,-1
400135,-1,-1,-1,-1,-1,-1,-1
400136, 0, 0, 0, 0, 0, 0, 0
400143, 0, 0, 0, 0, 0, 0, 0
400144, 0, 0, 1, 0, 0, 0, 0
400147, 0, 1, 1, 1, 0, 1, 1
400154, 0, 1, 1, 0, 0, 0, 1
400158, 0, 0, 1, 0, 0, 0, 0
400165,-1,-1,-1,-1,-1,-1,-1
400172,-1,-1,-1,-1,-1,-1,-1
400174, 0, 1, 1, 1, 1, 0, 0
400175, 1, 0, 1, 0, 1, 1, 0
400176, 0, 0, 0, 0, 0, 0, 0
400177,-1,-1,-1,-1,-1,-1,-1
400181, 0, 0, 1, 0, 1, 0, 0
400183, 0, 1, 0, 1, 0, 1, 1
400185, 0, 0, 0, 0, 0, 0, 0
400187, 0, 0, 0, 0, 0, 0, 0
400188, 0, 0, 0, 0, 0, 0, 0
400189,-1,-1,-1,-1,-1,-1,-1
400191, 1, 0, 0, 0, 0, 0, 0
400194,-1,-1,-1,-1,-1,-1,-1
400195, 1, 0, 0, 0, 0, 0, 0
400198,-1,-1,-1,-1,-1,-1,-1
400200,-1,-1,-1,-1,-1,-1,-1
400204, 0, 0, 0, 1, 0, 1, 0
400208, 0, 0, 0, 0, 0, 0, 0
400213,-1,-1,-1,-1,-1,-1,-1
400214,-1,-1,-1,-1,-1,-1,-1
400223,-1,-1,-1,-1,-1,-1,-1
400224,-1,-1,-1,-1,-1,-1,-1
400230, 1, 1, 0, 1, 1, 1, 1
400232,-1,-1,-1,-1,-1,-1,-1
400234,-1,-1,-1,-1,-1,-1,-1
400236,-1,-1,-1,-1,-1,-1,-1
400237, 0, 0, 0, 0, 0, 1, 0
400241, 0, 0, 0, 0, 0, 0, 0
400243,-1,-1,-1,-1,-1,-1,-1
400244, 1, 0, 0, 0, 0, 1, 0
400245, 1, 1, 0, 1, 0, 1, 1
400247, 1, 0, 0, 0, 0, 0, 0
400248, 0, 0, 0, 0, 0, 0, 0
400251, 0, 0, 0, 0, 0, 1, 0
400255, 0, 1, 0, 0, 0, 0, 0
400259,-1,-1,-1,-1,-1,-1,-1
400262, 0, 0, 1, 0, 0, 0, 0
400266, 0, 0, 0, 0, 0, 0, 0
400268, 0, 0, 0, 0, 0, 0, 0
400269,-9,-9,-9,-9,-9,-9,-9
400271, 0, 0, 0, 0, 0, 0, 0
400274, 0, 0, 0, 0, 0, 0, 0
400275,-1,-1,-1,-1,-1,-1,-1
400277, 1, 0, 0, 0, 0, 0, 0
400278, 0, 0, 0, 0, 0, 0, 0
400279,-1,-1,-1,-1,-1,-1,-1
400281,-1,-1,-1,-1,-1,-1,-1
400282, 0, 0, 0, 0, 0, 0, 0
400283,-1,-1,-1,-1,-1,-1,-1
400285,-1,-1,-1,-1,-1,-1,-1
400289,-1,-1,-1,-1,-1,-1,-1
400290,-1,-1,-1,-1,-1,-1,-1
400296, 0, 1, 0, 1, 0, 1, 0
400302,-1,-1,-1,-1,-1,-1,-1
400304,-1,-1,-1,-1,-1,-1,-1
400305, 0, 0, 1, 0, 0, 0, 0
400306, 1, 0, 0, 1, 0, 1, 0
400308, 0, 0, 0, 0, 0, 0, 0
400312, 0, 0, 0, 0, 0, 0, 0
400315,-1,-1,-1,-1,-1,-1,-1
400317, 0, 0, 0, 0, 0, 0, 0
400318, 0, 0, 0, 0, 0, 0, 0
400320, 0, 0, 0, 0, 0, 0, 0
400321, 0, 0, 0, 0, 0, 0, 0
400324, 0, 0, 0, 0, 0, 0, 0
400330, 1, 0, 0, 0, 0, 1, 1
400334, 0, 1, 0, 1, 0, 1, 1
400339, 0, 0, 1, 0, 0, 1, 0
400342, 0, 0, 0, 0, 0, 0, 0
400344, 0, 0, 0, 0, 0, 0, 0
400346,-1,-1,-1,-1,-1,-1,-1
400347, 0, 0, 1, 0, 1, 0, 1
400349, 0, 0, 0, 1, 0, 1, 1
400350,-1,-1,-1,-1,-1,-1,-1
400351,-1,-1,-1,-1,-1,-1,-1
400352, 0, 0, 1, 0, 0, 0, 0
400355, 1, 0, 0, 0, 0, 0, 0
400357, 0, 0, 0, 1, 0, 0, 0
400360, 0, 0, 0, 0, 0, 0, 0
400362, 0, 0, 0, 0, 0, 0, 0
400367,-1,-1,-1,-1,-1,-1,-1
400371, 1, 1, 0, 0, 0, 0, 0
400374,-1,-1,-1,-1,-1,-1,-1
400375, 1, 1, 1, 0, 1, 0, 0
400376,-1,-1,-1,-1,-1,-1,-1
400377, 1, 0, 0, 0, 0, 1, 0
400379, 0, 0, 1, 0, 0, 1, 0
400380, 1, 1, 0, 0, 0, 1, 1
400382, 0, 0, 1, 0, 0, 0, 0
400385,-1,-1,-1,-1,-1,-1,-1
400387,-1,-1,-1,-1,-1,-1,-1
400388,-1,-1,-1,-1,-1,-1,-1
400394, 1, 0, 0, 0, 0, 0, 0
400397, 0, 0, 0, 0, 0, 1, 0
400399, 0, 0, 0, 0, 0, 1, 0
400400,-1,-1,-1,-1,-1,-1,-1
400401,-1,-1,-1,-1,-1,-1,-1
400402,-1,-1,-1,-1,-1,-1,-1
400404, 1, 0, 1, 0, 0, 0, 0
400406, 0, 0, 0, 0, 0, 0, 0
400408, 0, 0, 0, 0, 0, 0, 1
400411, 0, 0, 0, 0, 0, 0, 0
400416, 0, 0, 0, 0, 0, 0, 0
400417, 0, 0, 0, 0, 0, 1, 1
400418,-1,-1,-1,-1,-1,-1,-1
400424, 0, 0, 0, 0, 0, 0, 0
400426, 0, 0, 0, 0, 0, 0, 0
400428, 0, 0, 0, 0, 0, 0, 0
400439,-1,-1,-1,-1,-1,-1,-1
400440, 0, 0, 0, 0, 0, 0, 0
400441,-1,-1,-1,-1,-1,-1,-1
400442, 1, 1, 0, 0, 0, 1, 1
400444, 0, 1, 0, 0, 0, 0, 0
400449, 0, 1, 0, 1, 0, 1, 1
400451,-1,-1,-1,-1,-1,-1,-1
400458,-1,-1,-1,-1,-1,-1,-1
400459, 1, 1, 1, 1, 1, 0, 1
400460,-1,-1,-1,-1,-1,-1,-1
400464, 1, 0, 0, 1, 0, 0, 0
400465, 1, 0, 0, 0, 0, 0, 0
400466, 0, 0, 0, 0, 1, 0, 0
400471, 0, 0, 1, 0, 0, 0, 0
400473, 1, 0, 1, 0, 0, 0, 0
400481, 0, 1, 0, 0, 0, 0, 0
400487, 1, 1, 0, 0, 0, 1, 0
400490,-1,-1,-1,-1,-1,-1,-1
400494, 0, 0, 0, 1, 0, 1, 0
400496, 1, 0, 1, 0, 0, 0, 0
400497, 0, 0, 0, 0, 0, 0, 0
400498, 0, 0, 1, 0, 0, 1, 0
400499, 0, 0, 0, 0, 0, 0, 0
400500, 0, 0, 0, 1, 0, 0, 0
400501, 0, 0, 0, 0, 0, 0, 0
400503, 0, 0, 0, 0, 0, 1, 0
400504,-1,-1,-1,-1,-1,-1,-1
400505, 0, 1, 1, 0, 0, 0, 0
400509, 1, 0, 0, 0, 0, 0, 0
400514, 1, 0, 1, 0, 0, 0, 0
400517, 0, 0, 0, 0, 0, 0, 0
400523, 0, 0, 0, 0, 0, 0, 0
400528,-1,-1,-1,-1,-1,-1,-1
400530, 0, 1, 0, 0, 0, 0, 1
400531, 1, 0, 1, 0, 0, 0, 0
400532, 0, 0, 0, 0, 0, 0, 0
400533, 0, 0, 0, 0, 0, 0, 0
400534, 0, 0, 0, 0, 0, 0, 0
400535, 0, 0, 0, 0, 0, 1, 1
400536,-1,-1,-1,-1,-1,-1,-1
400542, 1, 1, 0, 1, 0, 1, 1
400543, 0, 1, 0, 0, 0, 0, 0
400544, 1, 0, 1, 0, 0, 1, 0
400546,-1,-1,-1,-1,-1,-1,-1
400549, 0, 0, 1, 0, 0, 0, 0
400551, 0, 0, 0, 0, 0, 0, 0
400553, 0, 0, 0, 0, 0, 0, 0
400557, 0, 0, 0, 0, 0, 0, 0
400560, 0, 0, 0, 0, 0, 1, 1
400561, 1, 0, 0, 0, 0, 0, 0
400563,-1,-1,-1,-1,-1,-1,-1
400564,-1,-1,-1,-1,-1,-1,-1
400565, 0, 0, 0, 0, 0, 0, 0
400566, 0, 0, 0, 0, 0, 0, 0
400567, 0, 0, 0, 0, 0, 1, 0
400572,-1,-1,-1,-1,-1,-1,-1
400573,-1,-1,-1,-1,-1,-1,-1
400576,-1,-1,-1,-1,-1,-1,-1
400578,-1,-1,-1,-1,-1,-1,-1
400583,-1,-1,-1,-1,-1,-1,-1
400587,-1,-1,-1,-1,-1,-1,-1
400588, 0, 0, 1, 0, 0, 0, 0
400591,-1,-1,-1,-1,-1,-1,-1
400592, 1, 0, 0, 0, 0, 1, 0
400594, 1, 1, 1, 1, 1, 1, 1
400596,-1,-1,-1,-1,-1,-1,-1
400598, 0, 0, 0, 0, 0, 0, 0
400600, 0, 1, 0, 0, 0, 0, 0
400603, 0, 0, 0, 1, 0, 1, 0
400604, 0, 0, 0, 0, 0, 0, 0
400605, 0, 0, 0, 0, 0, 0, 0
400607, 1, 0, 0, 0, 0, 0, 0
400609, 0, 0, 0, 0, 0, 0, 1
400614,-1,-1,-1,-1,-1,-1,-1
400618,-1,-1,-1,-1,-1,-1,-1
400627, 0, 1, 1, 1, 1, 0, 1
400628,-1,-1,-1,-1,-1,-1,-1
400629,-1,-1,-1,-1,-1,-1,-1
400630,-1,-1,-1,-1,-1,-1,-1
400636,-1,-1,-1,-1,-1,-1,-1
400637, 0, 0, 0, 0, 0, 0, 0
400648,-1,-1,-1,-1,-1,-1,-1
400649,-1,-1,-1,-1,-1,-1,-1
400651, 0, 0, 0, 0, 0, 0, 1
400653,-1,-1,-1,-1,-1,-1,-1
400654, 1, 0, 0, 0, 0, 0, 0
400657, 0, 0, 0, 0, 0, 0, 0
400658, 0, 0, 1, 0, 0, 0, 0
400660,-1,-1,-1,-1,-1,-1,-1
400663,-1,-1,-1,-1,-1,-1,-1
400667, 0, 1, 0, 1, 0, 0, 1
400668, 1, 0, 1, 0, 0, 0, 0
400669,-1,-1,-1,-1,-1,-1,-1
400671,-1,-1,-1,-1,-1,-1,-1
400677,-1,-1,-1,-1,-1,-1,-1
400678,-1,-1,-1,-1,-1,-1,-1
400679, 0, 0, 0, 0, 0, 0, 0
400680,-1,-1,-1,-1,-1,-1,-1
400683,-1,-1,-1,-1,-1,-1,-1
400685,-1,-1,-1,-1,-1,-1,-1
400686, 0, 1, 0, 0, 0, 0, 0
400689,-1,-1,-1,-1,-1,-1,-1
400691,-1,-1,-1,-1,-1,-1,-1
400693,-1,-1,-1,-1,-1,-1,-1
400696,-1,-1,-1,-1,-1,-1,-1
400697, 0, 0, 0, 0, 0, 1, 0
400699, 0, 0, 0, 0, 0, 0, 0
400703, 0, 0, 0, 0, 0, 1, 0
400704, 0, 0, 0, 0, 0, 0, 0
400705,-1,-1,-1,-1,-1,-1,-1
400706, 0, 0, 1, 0, 0, 0, 0
400707,-9,-9,-9,-9,-9,-9,-9
400708, 0, 0, 0, 0, 1, 0, 0
400712, 0, 0, 0, 0, 0, 0, 0
400717,-1,-1,-1,-1,-1,-1,-1
400719, 0, 0, 1, 0, 0, 0, 0
400727, 0, 1, 0, 1, 0, 1, 1
400728, 0, 0, 1, 1, 1, 1, 0
400732,-1,-1,-1,-1,-1,-1,-1
400733, 1, 0, 0, 0, 1, 0, 0
400735,-1,-1,-1,-1,-1,-1,-1
400737, 0, 0, 0, 0, 0, 0, 0
400738,-1,-1,-1,-1,-1,-1,-1
400739,-1,-1,-1,-1,-1,-1,-1
400740, 0, 0, 0, 0, 0, 0, 0
400742, 0, 0, 0, 0, 0, 0, 0
400745,-1,-1,-1,-1,-1,-1,-1
400750,-1,-1,-1,-1,-1,-1,-1
400753,-1,-1,-1,-1,-1,-1,-1
400755, 0, 0, 1, 0, 0, 0, 0
400756, 0, 0, 0, 0, 0, 0, 0
400757,-1,-1,-1,-1,-1,-1,-1
400758, 0, 0, 0, 0, 0, 0, 0
400759, 0, 0, 1, 0, 1, 0, 0
400764, 0, 0, 0, 0, 1, 1, 0
400765, 0, 0, 0, 0, 0, 0, 0
400766,-1,-1,-1,-1,-1,-1,-1
400768, 0, 0, 0, 0, 0, 0, 0
400772, 0, 0, 0, 0, 0, 0, 0
400773, 0, 0, 0, 0, 0, 0, 0
400775, 0, 0, 1, 0, 1, 0, 0
400777,-1,-1,-1,-1,-1,-1,-1
400780, 0, 0, 0, 0, 0, 0, 0
400783, 0, 0, 0, 0, 0, 0, 0
400788,-1,-1,-1,-1,-1,-1,-1
400789,-1,-1,-1,-1,-1,-1,-1
400796,-1,-1,-1,-1,-1,-1,-1
400798, 0, 0, 0, 0, 0, 0, 0
400802, 0, 0, 0, 0, 0, 0, 1
400806, 0, 0, 0, 0, 0, 1, 0
400809,-1,-1,-1,-1,-1,-1,-1
400815, 1, 0, 0, 0, 0, 0, 0
400820, 0, 0, 0, 0, 0, 0, 0
400823,-1,-1,-1,-1,-1,-1,-1
400829,-1,-1,-1,-1,-1,-1,-1
400831,-1,-1,-1,-1,-1,-1,-1
400833, 0, 1, 1, 0, 0, 0, 1
400834, 0, 0, 0, 0, 0, 1, 1
400836, 1, 0, 1, 0, 0, 0, 0
400841, 0, 0, 0, 0, 0, 1, 0
400846, 1, 0, 0, 0, 0, 1, 0
400857,-1,-1,-1,-1,-1,-1,-1
400858, 0, 0, 0, 0, 0, 1, 0
400860,-1,-1,-1,-1,-1,-1,-1
400862, 1, 0, 0, 0, 0, 0, 1
400863,-1,-1,-1,-1,-1,-1,-1
400866, 1, 1, 1, 1, 0, 0, 1
400870, 0, 0, 0, 0, 0, 0, 0
400871, 0, 0, 0, 0, 0, 0, 0
400879, 0, 0, 1, 0, 0, 0, 0
400880, 1, 0, 0, 0, 0, 0, 0
400881,-1,-1,-1,-1,-1,-1,-1
400886,-1,-1,-1,-1,-1,-1,-1
400887, 0, 0, 0, 0, 0, 0, 0
400892,-1,-1,-1,-1,-1,-1,-1
400894, 0, 0, 0, 1, 0, 0, 0
400896, 0, 0, 0, 0, 0, 0, 0
400898, 1, 0, 0, 0, 0, 0, 0
400899,-1,-1,-1,-1,-1,-1,-1
400905,-1,-1,-1,-1,-1,-1,-1
400912, 0, 1, 0, 0, 0, 0, 0
400913, 0, 0, 0, 0, 0, 0, 0
400914,-1,-1,-1,-1,-1,-1,-1
400917, 0, 0, 0, 0, 1, 0, 1
400922,-1,-1,-1,-1,-1,-1,-1
400923, 0, 0, 0, 0, 0, 0, 1
400925, 1, 0, 0, 1, 0, 1, 1
400926, 0, 0, 0, 0, 0, 0, 0
400927, 1, 0, 0, 0, 0, 0, 0
400929, 0, 0, 1, 0, 0, 0, 0
400931,-1,-1,-1,-1,-1,-1,-1
400934,-1,-1,-1,-1,-1,-1,-1
400935, 1, 0, 0, 0, 0, 0, 0
400937, 0, 0, 0, 0, 0, 0, 0
400938,-1,-1,-1,-1,-1,-1,-1
400941, 0, 0, 0, 0, 0, 0, 0
400945, 1, 0, 0, 1, 0, 0, 0
400947, 1, 1, 1, 0, 1, 0, 0
400948,-1,-1,-1,-1,-1,-1,-1
400950, 0, 0, 1, 0, 0, 0, 0
400952, 1, 0, 0, 0, 0, 0, 0
400954,-1,-1,-1,-1,-1,-1,-1
400958, 0, 0, 0, 0, 0, 0, 0
400959, 0, 0, 0, 0, 0, 0, 0
400960, 1, 0, 0, 0, 0, 0, 0
400963,-1,-1,-1,-1,-1,-1,-1
400965, 0, 0, 0, 0, 0, 1, 0
400967, 0, 1, 1, 1, 0, 0, 1
400968,-1,-1,-1,-1,-1,-1,-1
400969,-1,-1,-1,-1,-1,-1,-1
400971, 1, 0, 1, 1, 0, 1, 1
400977,-1,-1,-1,-1,-1,-1,-1
400979, 0, 1, 0, 1, 0, 0, 0
400981, 0, 0, 0, 0, 0, 0, 0
400984,-1,-1,-1,-1,-1,-1,-1
400988,-1,-1,-1,-1,-1,-1,-1
400989, 0, 0, 0, 0, 0, 0, 0
400991,-1,-1,-1,-1,-1,-1,-1
400994,-1,-1,-1,-1,-1,-1,-1
400997, 0, 0, 0, 0, 0, 0, 0
400999, 0, 0, 0, 0, 0, 0, 1
401001, 0, 0, 0, 0, 0, 1, 0
401003, 0, 0, 0, 0, 0, 1, 0
401005, 0, 0, 1, 0, 0, 0, 1
401007, 0, 0, 0, 0, 0, 0, 0
401009,-1,-1,-1,-1,-1,-1,-1
401010, 0, 0, 0, 0, 0, 0, 0
401011, 1, 0, 0, 0, 1, 0, 0
401013,-1,-1,-1,-1,-1,-1,-1
401019,-1,-1,-1,-1,-1,-1,-1
401020, 1, 1, 1, 1, 0, 0, 1
401021, 0, 0, 0, 0, 0, 0, 0
401022,-1,-1,-1,-1,-1,-1,-1
401028, 0, 0, 0, 0, 0, 0, 0
401029,-1,-1,-1,-1,-1,-1,-1
401030,-1,-1,-1,-1,-1,-1,-1
401034, 0, 0, 0, 0, 0, 1, 1
401035, 0, 0, 0, 0, 0, 0, 0
401037, 0, 0, 0, 0, 0, 1, 0
401039, 0, 0, 0, 0, 0, 0, 0
401041,-1,-1,-1,-1,-1,-1,-1
401042,-1,-1,-1,-1,-1,-1,-1
401043, 0, 0, 0, 0, 0, 1, 0
401048,-1,-1,-1,-1,-1,-1,-1
401049, 0, 0, 1, 0, 0, 0, 0
401051, 0, 0, 0, 0, 0, 0, 0
401054,-5,-5,-5,-5,-5,-5,-5
401055,-1,-1,-1,-1,-1,-1,-1
401058, 0, 0, 0, 0, 0, 0, 0
401059, 0, 0, 0, 1, 0, 0, 0
401062,-9,-9,-9,-9,-9,-9,-9
401068,-1,-1,-1,-1,-1,-1,-1
401070, 0, 0, 0, 0, 0, 0, 0
401071,-1,-1,-1,-1,-1,-1,-1
401072,-1,-1,-1,-1,-1,-1,-1
401073,-1,-1,-1,-1,-1,-1,-1
401074, 0, 0, 0, 0, 0, 0, 0
401076, 0, 0, 0, 1, 0, 0, 1
401080, 0, 0, 1, 0, 0, 0, 0
401082,-1,-1,-1,-1,-1,-1,-1
401083, 0, 0, 0, 0, 0, 0, 0
401086,-1,-1,-1,-1,-1,-1,-1
401089,-1,-1,-1,-1,-1,-1,-1
401090, 0, 0, 0, 1, 0, 0, 0
401094, 1, 0, 1, 0, 0, 1, 0
401095, 0, 0, 1, 0, 1, 0, 0
401100, 0, 1, 1, 0, 0, 1, 0
401102, 1, 0, 0, 0, 0, 1, 0
401103, 1, 0, 0, 0, 1, 0, 0
401104, 0, 0, 0, 0, 0, 0, 0
401110, 0, 1, 1, 1, 1, 0, 1
401111, 0, 0, 0, 0, 0, 0, 0
401112, 0, 0, 0, 0, 1, 1, 0
401116,-1,-1,-1,-1,-1,-1,-1
401117,-1,-1,-1,-1,-1,-1,-1
401122, 0, 0, 0, 0, 0, 0, 0
401127,-1,-1,-1,-1,-1,-1,-1
401128,-1,-1,-1,-1,-1,-1,-1
401130,-1,-1,-1,-1,-1,-1,-1
401132, 0, 0, 0, 0, 0, 0, 0
401134, 0, 0, 0, 0, 0, 0, 0
401135, 1, 1, 1, 1, 1, 0, 1
401136, 1, 0, 0, 0, 0, 1, 0
401142, 1, 0, 1, 1, 0, 0, 0
401143, 1, 0, 0, 0, 0, 0, 0
401144,-1,-1,-1,-1,-1,-1,-1
401145, 0, 0, 1, 0, 1, 0, 0
401150, 0, 0, 0, 0, 0, 0, 0
401151,-1,-1,-1,-1,-1,-1,-1
401152, 1, 0, 0, 0, 0, 0, 0
401153,-1,-1,-1,-1,-1,-1,-1
401155,-1,-1,-1,-1,-1,-1,-1
401159, 0, 0, 0, 0, 1, 0, 0
401161, 0, 0, 0, 0, 0, 0, 0
401163, 0, 1, 0, 1, 0, 1, 1
401164,-1,-1,-1,-1,-1,-1,-1
401167, 0, 0, 0, 1, 0, 1, 0
401169, 0, 0, 0, 0, 0, 1, 0
401174, 0, 0, 0, 0, 0, 0, 0
401178,-1,-1,-1,-1,-1,-1,-1
401180, 0, 0, 1, 0, 0, 0, 0
401183, 0, 1, 0, 1, 0, 1, 1
401184,-1,-1,-1,-1,-1,-1,-1
401185,-1,-1,-1,-1,-1,-1,-1
401188, 0, 0, 0, 0, 0, 1, 0
401191,-1,-1,-1,-1,-1,-1,-1
401195, 0, 0, 1, 0, 0, 0, 0
401196, 0, 0, 1, 0, 0, 0, 1
401200,-1,-1,-1,-1,-1,-1,-1
401201,-1,-1,-1,-1,-1,-1,-1
401207, 1, 0, 0, 0, 0, 0, 0
401210, 1, 0, 1, 1, 0, 0, 1
401211,-1,-1,-1,-1,-1,-1,-1
401214,-1,-1,-1,-1,-1,-1,-1
401215, 0, 0, 0, 0, 0, 0, 0
401219, 0, 0, 1, 0, 0, 0, 0
401220, 1, 0, 1, 0, 0, 1, 0
401226, 1, 0, 0, 0, 0, 0, 0
401227, 0, 0, 0, 0, 0, 0, 0
401230, 0, 0, 0, 0, 0, 0, 0
401233, 1, 0, 0, 0, 0, 1, 0
401235, 0, 1, 0, 0, 0, 1, 1
401236,-1,-1,-1,-1,-1,-1,-1
401238,-1,-1,-1,-1,-1,-1,-1
401239, 1, 0, 0, 0, 0, 0, 0
401243, 1, 0, 0, 0, 0, 1, 0
401244,-1,-1,-1,-1,-1,-1,-1
401245, 0, 0, 0, 0, 0, 0, 0
401247, 1, 0, 0, 0, 0, 1, 0
401248, 1, 0, 0, 0, 0, 1, 0
401252,-1,-1,-1,-1,-1,-1,-1
401257, 1, 0, 0, 1, 0, 0, 1
401258, 1, 0, 0, 0, 0, 0, 0
401260,-1,-1,-1,-1,-1,-1,-1
401261,-1,-1,-1,-1,-1,-1,-1
401263, 1, 0, 0, 1, 0, 0, 0
401267,-1,-1,-1,-1,-1,-1,-1
401270, 1, 0, 0, 0, 0, 0, 0
401271, 0, 0, 0, 0, 0, 0, 0
401274,-1,-1,-1,-1,-1,-1,-1
401275, 0, 0, 1, 1, 0, 1, 1
401278, 1, 0, 0, 1, 0, 1, 0
401280,-1,-1,-1,-1,-1,-1,-1
401281, 0, 0, 1, 0, 0, 0, 0
401282, 0, 0, 0, 1, 0, 0, 0
401283,-1,-1,-1,-1,-1,-1,-1
401289,-1,-1,-1,-1,-1,-1,-1
401293, 0, 0, 0, 0, 0, 0, 0
401295, 0, 1, 0, 1, 0, 1, 1
401303, 1, 0, 0, 0, 0, 0, 0
401304, 0, 0, 0, 0, 0, 0, 0
401306, 0, 0, 0, 0, 0, 0, 0
401309,-1,-1,-1,-1,-1,-1,-1
401311,-1,-1,-1,-1,-1,-1,-1
401314, 0, 0, 0, 0, 0, 0, 0
401318, 1, 0, 0, 0, 0, 0, 0
401320, 0, 0, 0, 0, 0, 1, 1
401326,-1,-1,-1,-1,-1,-1,-1
401330, 0, 1, 1, 0, 0, 0, 0
401331, 0, 0, 0, 0, 0, 0, 0
401335,-1,-1,-1,-1,-1,-1,-1
401343, 0, 0, 0, 0, 0, 1, 0
401346, 0, 1, 0, 0, 0, 0, 0
401348, 0, 0, 0, 0, 0, 0, 0
401349, 0, 0, 0, 0, 0, 1, 0
401350,-1,-1,-1,-1,-1,-1,-1
401351, 0, 0, 0, 0, 0, 0, 1
401352, 0, 0, 0, 0, 0, 1, 0
401353,-1,-1,-1,-1,-1,-1,-1
401354, 0, 0, 0, 0, 0, 0, 0
401356, 1, 0, 1, 0, 0, 1, 0
401359, 0, 0, 0, 1, 0, 1, 1
401361, 0, 0, 1, 0, 1, 0, 0
401367, 0, 0, 1, 0, 1, 0, 0
401369,-1,-1,-1,-1,-1,-1,-1
401372,-1,-1,-1,-1,-1,-1,-1
401373,-1,-1,-1,-1,-1,-1,-1
401377,-1,-1,-1,-1,-1,-1,-1
401379, 0, 0, 0, 0, 0, 0, 0
401380, 0, 0, 0, 0, 0, 0, 0
401381, 0, 1, 1, 0, 0, 0, 0
401382, 0, 0, 1, 1, 0, 1, 1
401387, 1, 0, 1, 0, 0, 0, 1
401389, 0, 0, 0, 0, 0, 0, 0
401390, 0, 0, 1, 0, 1, 0, 1
401391, 0, 0, 0, 0, 0, 1, 0
401392,-1,-1,-1,-1,-1,-1,-1
401393,-1,-1,-1,-1,-1,-1,-1
401397, 0, 0, 0, 1, 0, 1, 0
401398, 0, 0, 0, 0, 0, 0, 0
401400, 0, 0, 0, 0, 0, 0, 0
401402, 0, 0, 0, 0, 0, 0, 0
401410,-1,-1,-1,-1,-1,-1,-1
